step,time_s,serve,side,phase,base_x,base_y,base_z,roll_deg,pitch_deg,yaw_deg,angvel_x,angvel_y,angvel_z,qd_absmax,act_absmax,act_argmax_joint,qdes_absmax,nan,fallen,ball_x,ball_y,ball_z,q:left_hip_pitch_joint,q:right_hip_pitch_joint,q:waist_yaw_joint,q:left_hip_roll_joint,q:right_hip_roll_joint,q:waist_roll_joint,q:left_hip_yaw_joint,q:right_hip_yaw_joint,q:waist_pitch_joint,q:left_knee_joint,q:right_knee_joint,q:left_shoulder_pitch_joint,q:right_shoulder_pitch_joint,q:left_ankle_pitch_joint,q:right_ankle_pitch_joint,q:left_shoulder_roll_joint,q:right_shoulder_roll_joint,q:left_ankle_roll_joint,q:right_ankle_roll_joint,q:left_shoulder_yaw_joint,q:right_shoulder_yaw_joint,q:left_elbow_joint,q:right_elbow_joint,q:left_wrist_roll_joint,q:right_wrist_roll_joint,q:left_wrist_pitch_joint,q:right_wrist_pitch_joint,q:left_wrist_yaw_joint,q:right_wrist_yaw_joint,qd:left_hip_pitch_joint,qd:right_hip_pitch_joint,qd:waist_yaw_joint,qd:left_hip_roll_joint,qd:right_hip_roll_joint,qd:waist_roll_joint,qd:left_hip_yaw_joint,qd:right_hip_yaw_joint,qd:waist_pitch_joint,qd:left_knee_joint,qd:right_knee_joint,qd:left_shoulder_pitch_joint,qd:right_shoulder_pitch_joint,qd:left_ankle_pitch_joint,qd:right_ankle_pitch_joint,qd:left_shoulder_roll_joint,qd:right_shoulder_roll_joint,qd:left_ankle_roll_joint,qd:right_ankle_roll_joint,qd:left_shoulder_yaw_joint,qd:right_shoulder_yaw_joint,qd:left_elbow_joint,qd:right_elbow_joint,qd:left_wrist_roll_joint,qd:right_wrist_roll_joint,qd:left_wrist_pitch_joint,qd:right_wrist_pitch_joint,qd:left_wrist_yaw_joint,qd:right_wrist_yaw_joint,act:left_hip_pitch_joint,act:right_hip_pitch_joint,act:waist_yaw_joint,act:left_hip_roll_joint,act:right_hip_roll_joint,act:waist_roll_joint,act:left_hip_yaw_joint,act:right_hip_yaw_joint,act:waist_pitch_joint,act:left_knee_joint,act:right_knee_joint,act:left_shoulder_pitch_joint,act:right_shoulder_pitch_joint,act:left_ankle_pitch_joint,act:right_ankle_pitch_joint,act:left_shoulder_roll_joint,act:right_shoulder_roll_joint,act:left_ankle_roll_joint,act:right_ankle_roll_joint,act:left_shoulder_yaw_joint,act:right_shoulder_yaw_joint,act:left_elbow_joint,act:right_elbow_joint,act:left_wrist_roll_joint,act:right_wrist_roll_joint,act:left_wrist_pitch_joint,act:right_wrist_pitch_joint,act:left_wrist_yaw_joint,act:right_wrist_yaw_joint
430,8.6,4,BH,follow_through,-2.26,0.5096,0.0872,-128.86,-65.34,150.73,1.802,-6.42,-1.832,11.936,15.053,left_ankle_pitch_joint,2.167,0,1,-1.924,0.182,3.924,-1.4972,-0.8956,-0.2251,0.3665,-2.1435,-0.278,0.7146,-2.825,0.2783,2.5394,1.3278,-1.0527,-1.0526,-0.8609,-0.4715,1.6427,-2.2283,-0.2329,0.265,-0.093,-0.054,1.4245,-0.6093,0.0811,0.237,1.1095,0.5552,0.3369,-0.4173,-5.2752,3.0006,1.5104,-7.5289,9.3958,4.0642,-5.5218,1.6381,10.71,-9.1799,4.9983,3.0422,-2.0186,0.0983,-1.3369,9.9918,-1.8793,-0.0394,0.0335,-5.7366,-7.6804,1.6674,11.9356,-6.1656,-2.9343,-9.2637,-2.912,-1.3722,-7.8673,-5.4401,-0.4521,-1.3365,-2.7102,-5.9004,-3.7388,5.2033,-5.246,2.5714,7.4685,4.3931,-4.6384,-1.9065,-15.0533,-2.4682,2.9483,-6.4669,-3.6122,4.7908,-2.3274,0.5267,5.2693,-3.8755,-1.8457,0.5332,3.8386,0.4756,0.6728,-1.6123
431,8.62,4,BH,follow_through,-2.2638,0.5215,0.0824,-138.85,-57.82,157.71,0.844,-7.69,-1.328,11.023,16.428,left_ankle_pitch_joint,2.498,0,1,-1.943,0.183,3.91,-1.5318,-0.8691,-0.2352,0.1733,-2.0194,-0.2104,0.7027,-2.6556,0.4756,2.3853,1.377,-1.0637,-1.0603,-0.8676,-0.5304,1.7502,-2.2199,-0.231,0.2647,-0.1871,-0.1842,1.4354,-0.4121,-0.0763,0.177,1.0557,0.4773,0.3156,-0.5143,-0.0681,1.1504,-1.1777,-9.4609,5.7385,2.9427,1.9181,11.0233,8.5903,-6.3579,0.6131,-2.5233,0.7901,-0.3406,-3.3474,1.8124,1.9053,-0.0139,-0.038,-3.7033,-5.6217,-0.4259,7.564,-8.3095,-2.7676,1.5583,-4.2282,-0.5676,-2.529,-4.3008,-2.6902,-0.2604,-0.2662,-6.5662,-4.8693,5.5421,-7.0248,2.5271,8.7933,3.8992,-5.2349,-1.9303,-16.4283,-3.5127,3.8805,-7.0947,-3.6736,3.8392,-1.0265,-0.2791,5.2831,-4.4011,-0.8577,0.4465,4.7255,0.5583,0.7021,-0.7475
432,8.64,4,BH,follow_through,-2.2681,0.5292,0.0866,-143.57,-52.67,160.6,0.284,-3.461,-0.942,8.196,15.08,left_ankle_pitch_joint,2.846,0,1,-1.962,0.184,3.892,-1.5457,-0.8505,-0.2528,0.0628,-1.9163,-0.1627,0.8158,-2.4766,0.561,2.3441,1.3699,-1.1118,-1.0384,-0.8731,-0.6098,1.7418,-2.192,-0.2315,0.2636,-0.2148,-0.2734,1.4189,-0.3243,-0.162,0.1392,1.0934,0.4113,0.2978,-0.503,-1.5378,-0.062,-1.2632,-3.5354,4.6749,2.021,7.8126,8.1957,1.0733,-0.0556,-0.8941,-1.6978,1.4922,-0.1656,-3.837,-1.37,1.711,-0.2017,-0.0493,-0.6271,-3.5204,-0.1407,2.1503,-2.0973,-1.3828,1.4783,-2.9149,-1.0461,2.4328,-2.9388,-4.091,0.1802,1.3994,-6.6253,-6.1294,4.0651,-8.9336,1.9069,10.182,2.9272,-4.909,-1.9698,-15.0805,-3.3362,3.9818,-6.8983,-4.5137,3.1979,0.2066,-0.6051,4.195,-4.5625,0.2288,1.1322,5.0088,0.5652,0.8497,-0.6323
433,8.66,4,BH,recovery,-2.2725,0.5321,0.0986,-146.69,-50.78,162.76,0.978,-1.902,0.156,8.776,13.13,left_ankle_pitch_joint,2.88,0,1,-1.98,0.185,3.871,-1.5632,-0.8494,-0.2573,0.0608,-1.7899,-0.1375,0.9841,-2.3648,0.5569,2.416,1.3162,-1.1186,-1.0081,-0.8737,-0.674,1.7168,-2.1402,-0.239,0.2614,-0.1687,-0.3302,1.4144,-0.319,-0.1403,0.1486,1.1215,0.3589,0.274,-0.4397,0.1159,-0.5051,-0.2422,1.1465,5.9035,0.0695,8.7765,5.1507,-0.6782,5.0625,-3.2185,0.2215,1.513,0.0767,-2.8244,-0.7673,3.3336,-0.5029,-0.1055,3.1939,-2.1558,-0.2939,-0.9053,2.4529,1.2776,1.1412,-2.3748,-1.1035,3.3094,-3.015,-5.2288,-0.5894,2.1539,-6.639,-5.3825,4.8249,-10.0299,1.5633,11.452,2.4832,-3.215,-0.5456,-13.1296,-3.1188,2.7912,-6.9323,-5.2842,3.1961,0.5683,-0.2376,4.0217,-2.1918,0.531,-0.2087,5.6434,0.5296,0.8645,-3.1519
434,8.68,4,BH,recovery,-2.2771,0.5303,0.1119,-148.01,-49.24,164.9,-0.146,-1.37,1.39,9.412,12.854,left_ankle_pitch_joint,2.88,0,1,-1.999,0.186,3.845,-1.5413,-0.8849,-0.2658,0.1102,-1.6769,-0.1657,1.1742,-2.2879,0.5349,2.5255,1.231,-1.0546,-0.9304,-0.8685,-0.722,1.7104,-2.0883,-0.2481,0.258,-0.0796,-0.3622,1.3967,-0.3014,-0.0829,0.1212,1.1612,0.2993,0.2481,-0.4731,1.6775,-2.4299,-0.6107,3.0365,4.8828,-2.5166,9.4125,2.9358,-0.7314,5.3452,-4.4783,4.2942,4.4554,0.288,-2.1356,0.2887,1.3328,-0.5084,-0.1546,4.7169,-1.2963,-0.9997,2.1655,2.7633,-2.4151,2.0881,-2.9217,-1.3313,-4.3548,-3.8122,-5.2666,-0.8207,2.73,-6.1884,-4.762,5.0931,-10.2712,1.4063,11.4813,3.0755,-2.6905,0.1349,-12.8541,-3.5926,2.7119,-6.4001,-5.8556,3.5404,0.4308,-0.1692,4.1095,-1.5362,0.4214,-0.5206,5.7295,0.6014,0.8642,-4.1958
435,8.7,4,BH,recovery,-2.2796,0.5249,0.1238,-147.83,-48.02,167.27,-0.649,-0.931,2.519,7.64,12.703,left_ankle_pitch_joint,2.88,0,1,-2.017,0.187,3.816,-1.5093,-0.936,-0.2675,0.1986,-1.583,-0.2324,1.3305,-2.2581,0.5262,2.627,1.1741,-0.9493,-0.8208,-0.8622,-0.7615,1.7194,-2.0793,-0.2576,0.2554,-0.0016,-0.3897,1.3821,-0.2332,-0.0367,0.0567,1.206,0.2494,0.2274,-0.6135,1.595,-2.6021,-0.0125,4.9493,3.9231,-4.0503,6.2582,0.6656,-0.3545,4.6031,-1.7972,5.6036,5.8011,0.1972,-1.7127,0.3366,0.1069,-0.4434,-0.0824,3.0254,-1.2045,-0.3122,3.9854,2.3025,-3.3946,2.5987,-2.0604,-0.5111,-7.6404,-4.4602,-4.8008,-1.0387,2.8052,-5.9443,-3.9122,5.1787,-10.1001,1.2939,11.0757,3.5348,-2.7611,0.3166,-12.7035,-3.7418,2.753,-6.2205,-6.4417,3.9312,-0.0756,-0.1997,4.4015,-1.0879,-0.0045,-0.6903,5.5505,0.6922,0.9546,-4.7272
436,8.72,4,BH,recovery,-2.2815,0.5176,0.1339,-146.06,-46.98,169.02,-1.61,-0.627,2.677,7.127,13.183,left_ankle_pitch_joint,2.88,0,1,-2.035,0.188,3.783,-1.4915,-0.9803,-0.2714,0.3035,-1.5237,-0.3205,1.3987,-2.2649,0.5126,2.6926,1.1677,-0.8428,-0.6946,-0.8752,-0.7912,1.7198,-2.0838,-0.2584,0.2548,0.0206,-0.4015,1.3992,-0.1452,-0.01,-0.0134,1.2507,0.2118,0.2283,-0.7629,0.4988,-2.2304,-0.4687,5.1383,2.191,-4.6914,0.948,-0.7732,-0.8268,1.4013,0.2446,4.9876,6.3579,-1.8222,-1.2508,-0.4046,-0.3577,0.4452,0.0002,0.1776,-0.08,1.4866,4.4967,0.9239,-3.3957,2.0204,-1.5767,0.2652,-7.1272,-5.1439,-4.2202,-1.0109,2.9582,-5.7694,-2.6822,5.527,-9.7746,1.1872,10.4216,4.5523,-3.2327,0.1151,-13.1834,-3.6391,2.9677,-6.4173,-7.0229,3.9869,-0.505,-0.4783,5.1581,-0.4069,-0.4748,-1.3481,5.1567,0.5208,1.1545,-5.1953
437,8.74,4,BH,recovery,-2.2832,0.5101,0.1419,-143.34,-46.17,170.1,-1.702,-0.227,2.646,6.737,12.698,left_ankle_pitch_joint,2.556,0,1,-2.054,0.189,3.746,-1.4874,-1.0137,-0.2781,0.4144,-1.4931,-0.4122,1.3928,-2.2875,0.4925,2.7053,1.2202,-0.7722,-0.5697,-0.8861,-0.814,1.7013,-2.0914,-0.2505,0.2553,-0.0044,-0.3943,1.4574,-0.0395,-0.0147,-0.0937,1.267,0.1832,0.2442,-0.9049,0.1836,-1.6641,-0.1826,5.7397,1.4027,-4.4238,-0.4944,-1.1838,-1.1499,1.0093,3.4275,2.7862,5.9135,0.0413,-0.946,-1.4222,-0.2816,0.0442,0.0436,-1.7437,0.6557,3.6024,5.5977,-0.7177,-4.0581,0.3489,-1.186,0.8987,-6.737,-5.7255,-3.1663,-0.8818,2.6572,-5.2246,-1.4656,5.1527,-9.3992,1.1956,9.0247,5.2128,-3.4347,-0.0497,-12.698,-2.9171,2.9085,-6.4762,-7.8278,4.3449,-0.9564,-0.7477,5.4974,0.1497,-1.1049,-1.6749,4.5425,0.5382,1.4026,-5.4232
438,8.76,4,BH,recovery,-2.2847,0.5044,0.1469,-141.08,-45.83,170.89,-1.273,0.021,1.828,6.507,12.0,left_ankle_pitch_joint,2.148,0,1,-2.072,0.19,3.705,-1.5005,-1.0175,-0.2787,0.5182,-1.4668,-0.4817,1.3629,-2.3255,0.4741,2.691,1.3062,-0.7358,-0.4616,-0.8813,-0.8307,1.656,-2.0961,-0.2539,0.2572,-0.0585,-0.3812,1.5449,0.0861,-0.0578,-0.1792,1.2455,0.1641,0.2718,-1.0295,-1.106,0.0762,0.0409,4.6237,1.3484,-2.8623,-1.7407,-1.6928,-0.7508,-1.6202,4.3851,1.3553,4.855,0.2451,-0.6963,-2.9079,-0.0804,-0.1361,0.1017,-2.8964,0.6873,4.5886,6.5073,-2.6493,-4.0765,-1.5541,-0.7163,1.4048,-5.5978,-6.0766,-2.1247,-0.7479,1.8983,-4.6338,-0.5777,4.6984,-8.5924,1.0635,7.2855,5.587,-3.4449,-0.189,-12.0004,-1.9623,2.8575,-6.4567,-8.216,4.6193,-1.2978,-0.9832,5.7253,0.7451,-1.7354,-2.0041,3.9485,0.3462,1.5165,-5.487
439,8.78,4,BH,recovery,-2.2854,0.5023,0.1459,-139.54,-45.63,170.88,-0.714,0.099,0.528,7.232,11.662,left_ankle_pitch_joint,2.057,0,1,-2.09,0.191,3.661,-1.5456,-0.9962,-0.2789,0.5747,-1.4396,-0.5129,1.3058,-2.3525,0.4728,2.5885,1.3903,-0.7164,-0.3808,-0.8761,-0.7939,1.5781,-2.0966,-0.2572,0.2604,-0.1253,-0.3746,1.6404,0.2293,-0.1361,-0.2633,1.1902,0.1445,0.3013,-1.1261,-2.8537,1.3312,0.17,1.7545,1.7357,-0.6447,-3.0581,-0.7718,0.3177,-6.6101,3.975,0.7685,3.4529,0.1729,2.3255,-4.6769,0.1364,-0.0598,0.1424,-3.2838,0.1692,4.5608,7.2316,-4.2049,-3.9854,-3.0715,-0.9467,1.3575,-4.195,-5.9543,-1.7994,-0.4604,0.9839,-4.2491,-0.1959,4.85,-7.3945,0.84,5.9953,5.6618,-3.4091,-0.3571,-11.6617,-1.7165,2.9913,-6.5699,-7.8992,4.6153,-1.3907,-0.9202,6.2287,1.1983,-2.2201,-2.3934,3.8787,-0.1593,1.4609,-5.4405
440,8.8,4,BH,recovery,-2.2849,0.5032,0.1377,-138.91,-45.25,170.45,-0.048,-0.412,-0.151,9.892,11.659,left_ankle_pitch_joint,2.094,0,1,-2.108,0.192,3.613,-1.6009,-0.9815,-0.2766,0.5663,-1.4028,-0.5115,1.2535,-2.3218,0.4982,2.4053,1.4584,-0.7087,-0.3332,-0.8738,-0.7401,1.4762,-2.091,-0.2577,0.263,-0.1867,-0.3722,1.7318,0.3821,-0.2338,-0.3457,1.1292,0.1075,0.3217,-1.1947,-2.6977,0.9903,0.391,-1.4784,2.4229,0.7092,-2.3794,2.3735,1.9357,-9.8922,3.1025,0.2624,1.7671,0.0618,2.5531,-5.3901,0.4571,0.0355,0.0391,-2.7069,0.0871,4.4054,7.5133,-4.9139,-3.9321,-2.8224,-2.0097,0.7836,-2.8832,-5.5462,-2.3629,-0.1309,0.4985,-4.3145,-0.2201,5.6514,-6.4339,0.6268,5.7263,5.4881,-3.1125,-0.4255,-11.6591,-2.1152,3.3522,-6.7722,-7.2111,4.4281,-1.3457,-0.4657,6.8297,1.5268,-2.4184,-2.82,4.2205,-0.8234,1.2072,-5.3481
441,8.82,4,BH,recovery,-2.283,0.5058,0.1245,-138.6,-44.86,169.77,-0.382,0.188,-0.761,9.496,12.034,left_ankle_pitch_joint,2.094,0,1,-2.126,0.193,3.562,-1.6371,-1.0065,-0.2784,0.5123,-1.3544,-0.4995,1.2461,-2.215,0.535,2.2058,1.5074,-0.6944,-0.3147,-0.8733,-0.7162,1.3762,-2.0789,-0.2558,0.263,-0.2276,-0.3576,1.8113,0.5317,-0.3312,-0.427,1.0952,0.0443,0.3218,-1.2398,-2.1309,-1.9937,-0.7361,-3.1654,2.8528,0.92,0.6219,5.571,0.8401,-9.4959,2.1038,1.4724,0.6881,0.0057,0.7741,-4.8061,0.6891,0.0799,-0.0184,-1.4905,1.1032,3.8712,6.9843,-4.6377,-3.9175,-1.1365,-3.373,-0.3302,-1.8267,-5.4001,-3.1417,0.0967,0.8737,-4.4958,-0.4505,6.3407,-6.2814,0.542,6.1351,5.6076,-2.8159,-0.3323,-12.0343,-2.641,3.7193,-6.7961,-6.7199,4.1464,-1.0901,-0.1172,7.1577,1.7223,-2.2842,-3.2016,4.4949,-1.1175,0.8153,-5.1947
442,8.84,4,BH,recovery,-2.2805,0.5083,0.1113,-137.47,-45.67,168.04,-0.58,1.015,-0.875,6.035,11.616,left_ankle_pitch_joint,2.094,0,1,-2.143,0.194,3.507,-1.6662,-1.0658,-0.2963,0.4606,-1.2919,-0.4851,1.2971,-2.089,0.5382,2.0603,1.5542,-0.652,-0.3066,-0.8733,-0.731,1.2913,-2.0634,-0.2539,0.2626,-0.2393,-0.3237,1.8787,0.6617,-0.4062,-0.5096,1.0909,-0.0284,0.2965,-1.2645,-1.1327,-2.666,-1.0635,-2.3607,3.221,0.7495,3.4982,5.8642,-0.1132,-5.8222,2.3928,2.3989,0.3272,-0.002,-1.0085,-3.8755,0.8099,0.0253,-0.0199,-0.1043,1.9824,3.114,6.0347,-3.195,-4.0212,0.1934,-3.4936,-1.5255,-0.8755,-5.2465,-3.5643,0.1474,1.4187,-4.3722,-0.742,6.1448,-6.6205,0.4629,6.4463,5.5197,-2.535,-0.1469,-11.6158,-2.6329,3.817,-6.5131,-6.6574,4.0991,-0.8211,0.126,6.9098,1.7628,-2.0516,-3.0309,4.4673,-1.1203,0.5327,-5.0829
443,8.86,4,BH,recovery,-2.2773,0.5102,0.0987,-136.3,-47.27,166.35,-0.563,1.684,-0.775,5.695,10.92,left_ankle_pitch_joint,2.094,0,1,-2.161,0.195,3.448,-1.689,-1.1179,-0.3101,0.4353,-1.2137,-0.4702,1.3752,-1.9843,0.5339,1.9885,1.596,-0.5948,-0.3047,-0.8733,-0.7477,1.2265,-2.048,-0.2547,0.2619,-0.2248,-0.2785,1.9333,0.7754,-0.4503,-0.5749,1.0961,-0.0898,0.2552,-1.2746,-1.2555,-2.5779,-0.7942,-0.9532,3.665,0.7204,4.2592,4.6614,-0.2532,-2.3386,2.1492,3.1567,-0.3082,0.0076,-0.7114,-2.7056,0.7019,-0.0987,-0.0374,1.1134,2.283,2.5256,5.6949,-1.7176,-2.7658,0.2859,-2.689,-2.1217,-0.3267,-4.9159,-3.6483,0.0467,1.5932,-4.2859,-1.0349,5.6982,-6.7284,0.2636,6.5822,5.0728,-2.3521,0.0537,-10.9201,-2.6101,3.6883,-6.105,-6.5443,4.1117,-0.6941,0.3008,6.4326,1.5791,-1.8266,-2.4966,4.3241,-1.008,0.4064,-4.9799
444,8.88,4,BH,recovery,-2.2732,0.5111,0.0881,-134.26,-49.12,163.99,-0.907,1.813,-0.755,4.17,10.941,left_ankle_pitch_joint,2.056,0,1,-2.179,0.197,3.386,-1.7155,-1.1621,-0.3259,0.4248,-1.1371,-0.4601,1.4541,-1.9092,0.5294,1.9639,1.6161,-0.5379,-0.3042,-0.8731,-0.7575,1.1822,-2.0287,-0.2578,0.2615,-0.2063,-0.2338,1.9641,0.873,-0.4605,-0.5969,1.1012,-0.1275,0.2248,-1.2736,-1.2608,-1.7517,-1.034,-0.5247,3.4493,0.3459,3.7006,3.0757,-0.1918,-0.6593,0.5373,1.711,0.4082,0.0093,-0.4143,-1.9915,1.1942,-0.1663,-0.0036,0.0599,2.1214,-0.1624,4.1698,0.5845,-0.2269,0.7542,-1.4106,-0.2126,0.2651,-4.8236,-3.6473,0.1436,1.9616,-4.1211,-1.0736,5.3856,-6.6998,-0.0062,6.5429,5.1306,-2.2026,0.028,-10.9411,-2.6999,3.6231,-5.8964,-6.3601,3.8365,-0.6363,0.426,6.2225,1.4528,-1.5917,-2.0694,4.1595,-1.0696,0.4959,-4.9881
445,8.9,5,FH,swing,-1.6,0.0,0.793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.154,right_elbow_joint,1.039,0,0,0.976,-0.106,1.131,-0.15,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.0,-0.15,-0.15,0.3,-0.1,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4979,1.1815,1.0217,0.6657,-1.0208,0.7957,-1.2422,0.4912,-0.2648,0.4094,0.4152,-0.244,-0.4067,1.0035,-0.253,-1.1399,0.2442,0.3319,0.1641,-0.0811,-1.8937,0.0758,2.154,0.0413,-2.1268,-0.1328,0.232,-0.0047,-0.4432
446,8.92,5,FH,swing,-1.6009,0.0009,0.791,-0.06,-1.22,-0.39,-0.131,-1.414,-0.574,6.017,3.306,right_shoulder_yaw_joint,1.273,0,0,0.925,-0.109,1.21,-0.129,-0.1296,0.0216,-0.0058,-0.0094,0.0053,-0.0362,-0.0079,0.0237,0.3167,0.316,0.1796,-0.0164,-0.101,-0.1663,0.2855,-0.0864,0.0172,0.0109,0.0035,-0.0566,0.5094,0.5457,0.0021,-0.0895,-0.0042,-0.0086,-0.0004,-0.0101,1.5268,1.4252,1.7818,-0.2053,-0.6984,0.4926,-2.2385,-0.3647,1.4254,1.006,1.0015,-1.3976,-1.2178,1.9467,-0.8494,-1.2254,0.904,0.8191,0.5877,0.2473,-4.2842,0.6352,3.6582,0.1372,-6.0174,-0.2735,-0.3605,-0.0121,-0.9074,0.4163,1.4763,1.5633,0.707,-1.2738,0.8738,-1.7729,0.241,-0.5156,0.3401,0.622,-0.4183,-0.7443,1.3817,-0.2731,-1.7162,0.016,-0.0987,0.3511,-0.0477,-3.3061,-0.008,3.0938,0.0787,-2.8213,-0.2153,0.2984,0.3086,-0.9753
447,8.94,5,FH,swing,-1.6012,0.003,0.7862,0.1,-2.84,-1.27,0.201,-1.361,-0.764,8.01,3.628,right_shoulder_yaw_joint,1.338,0,0,0.874,-0.112,1.284,-0.0956,-0.1009,0.075,-0.0172,-0.0413,0.014,-0.0879,-0.0276,0.0449,0.3317,0.3431,0.1436,-0.0493,-0.1304,-0.1823,0.2461,-0.0632,0.0001,0.0316,0.0108,-0.1915,0.5245,0.6601,0.0065,-0.2355,-0.0116,-0.0139,0.0134,-0.05,1.6433,1.4965,3.1051,-0.71,-1.9646,0.4841,-2.3058,-0.8189,0.6996,0.7256,1.3167,-1.9,-1.8649,-3.0819,-0.6508,-2.4892,0.9944,-1.1131,0.9995,0.4071,-8.0097,0.7267,6.844,0.2287,-7.3414,-0.3963,0.0954,0.9146,-2.5722,0.5812,0.9925,1.7339,0.5375,-1.2899,0.787,-2.1054,-0.2232,-0.6337,0.5986,0.5744,-0.6408,-0.9621,2.1535,-0.408,-1.9595,-0.3165,-0.6004,0.4941,0.1182,-3.628,-0.0327,3.3506,0.1594,-2.6697,-0.4361,0.3491,0.6699,-1.232
448,8.96,5,FH,swing,-1.6006,0.0055,0.78,0.43,-3.93,-1.54,0.259,-0.839,0.127,8.702,3.579,right_shoulder_yaw_joint,1.335,0,0,0.823,-0.115,1.353,-0.0781,-0.0746,0.1383,-0.0349,-0.0839,0.0229,-0.1331,-0.0493,0.0459,0.3565,0.3648,0.1044,-0.0863,-0.1966,-0.2227,0.1845,-0.0568,-0.0351,0.064,0.0224,-0.3636,0.5394,0.8145,0.014,-0.3591,-0.0282,-0.0016,0.0466,-0.1135,0.4887,1.1967,3.1633,-0.7179,-1.3508,0.6278,-1.7278,-0.649,-0.1625,1.5305,0.8977,-2.0069,-1.7243,-3.1527,-3.4855,-3.5101,-0.3478,-1.3356,2.0738,0.6312,-8.7019,0.768,8.0951,0.4068,-5.2811,-0.9581,1.0384,1.8241,-3.301,0.8459,0.5136,1.8718,0.335,-1.1275,0.7308,-2.5136,-0.5389,-0.7966,0.6874,0.5824,-0.8168,-1.2481,2.6866,-0.3308,-1.9016,-0.6426,-1.138,0.6051,0.1973,-3.5793,0.032,3.3397,0.2404,-2.4239,-0.6427,0.4752,0.9212,-1.3593
449,8.98,5,FH,swing,-1.6005,0.0077,0.7763,0.41,-4.89,-0.35,0.001,-0.904,1.509,7.783,3.636,right_shoulder_yaw_joint,1.309,0,0,0.774,-0.118,1.417,-0.0777,-0.059,0.1956,-0.0502,-0.1041,0.0382,-0.1673,-0.074,0.0426,0.3943,0.3925,0.0623,-0.1103,-0.2337,-0.2604,0.1061,-0.0819,-0.0618,0.0909,0.0326,-0.5219,0.561,0.9757,0.0248,-0.4359,-0.0545,0.0313,0.0905,-0.178,-0.022,0.8176,2.6884,-0.9376,-1.0322,0.6991,-1.7343,-1.6011,-0.0865,1.8211,1.5026,-2.004,-0.6541,-0.9301,-1.1435,-4.0744,-1.7889,-1.1736,0.8453,0.3647,-7.1807,1.0524,7.7825,0.5471,-2.9759,-1.3587,1.9545,2.1729,-2.9365,1.1039,0.0915,1.9407,0.1231,-1.0433,0.7388,-2.7471,-0.6429,-0.7721,0.5102,0.4404,-1.0198,-1.3443,2.5399,-0.4882,-1.8619,-0.7333,-1.3583,0.7321,0.2302,-3.6363,0.1317,3.2362,0.2313,-2.447,-0.5504,0.6316,0.9888,-1.295
450,9.0,5,FH,swing,-1.6002,0.0094,0.7749,0.59,-5.87,1.91,0.226,-0.774,2.158,6.252,3.774,right_shoulder_yaw_joint,1.306,0,0,0.724,-0.121,1.477,-0.074,-0.0398,0.2487,-0.0737,-0.1284,0.0483,-0.2063,-0.1104,0.0376,0.4169,0.418,0.0284,-0.1069,-0.2386,-0.2786,0.0258,-0.1219,-0.0816,0.1068,0.0358,-0.6477,0.5807,1.1144,0.0341,-0.4837,-0.0753,0.0777,0.1313,-0.2233,0.2664,1.0214,2.6243,-1.2896,-1.286,0.393,-2.0701,-1.9225,-0.4293,0.7138,1.0564,-1.3261,0.7545,0.1121,-0.7655,-3.9077,-2.0471,-0.9105,0.6879,0.024,-5.537,0.8453,6.2519,0.401,-1.9836,-0.8499,2.3764,1.8466,-1.8066,1.1891,-0.3432,1.9941,-0.0797,-1.0578,0.7403,-2.8733,-0.6751,-0.6653,0.3163,0.3258,-1.1785,-1.3691,2.2605,-0.561,-1.8561,-0.7149,-1.3913,0.799,0.1904,-3.7743,0.272,3.2223,0.2757,-2.65,-0.4678,0.8165,1.0513,-1.2108
451,9.02,5,FH,swing,-1.5992,0.0105,0.7746,0.99,-6.42,4.39,0.413,-0.314,2.202,4.625,3.944,right_shoulder_yaw_joint,1.312,0,0,0.675,-0.124,1.533,-0.0683,-0.0229,0.3014,-0.1014,-0.156,0.0516,-0.2476,-0.1474,0.0221,0.4187,0.4352,0.0106,-0.0822,-0.23,-0.2924,-0.046,-0.1578,-0.0975,0.1208,0.0329,-0.7464,0.598,1.2208,0.0427,-0.5249,-0.0864,0.128,0.1657,-0.2479,0.2634,0.7527,2.554,-1.3847,-1.3687,0.0667,-2.0536,-1.7879,-0.966,-0.2342,0.6758,-0.5153,1.4783,0.5859,-0.5975,-3.3167,-1.5679,-0.7401,0.6407,-0.2182,-4.3699,0.8173,4.6254,0.4089,-1.9468,-0.4018,2.4301,1.5494,-0.9123,1.2137,-0.6894,2.0384,-0.2122,-1.0989,0.7241,-2.9043,-0.6932,-0.5915,0.1893,0.2818,-1.2694,-1.2973,2.0388,-0.537,-1.8915,-0.6686,-1.3415,0.8333,0.1224,-3.9436,0.3721,3.246,0.3495,-2.8961,-0.4382,0.9888,1.0793,-1.1326
