step,time_s,serve,side,phase,base_x,base_y,base_z,roll_deg,pitch_deg,yaw_deg,angvel_x,angvel_y,angvel_z,qd_absmax,act_absmax,act_argmax_joint,qdes_absmax,nan,fallen,ball_x,ball_y,ball_z,q:left_hip_pitch_joint,q:right_hip_pitch_joint,q:waist_yaw_joint,q:left_hip_roll_joint,q:right_hip_roll_joint,q:waist_roll_joint,q:left_hip_yaw_joint,q:right_hip_yaw_joint,q:waist_pitch_joint,q:left_knee_joint,q:right_knee_joint,q:left_shoulder_pitch_joint,q:right_shoulder_pitch_joint,q:left_ankle_pitch_joint,q:right_ankle_pitch_joint,q:left_shoulder_roll_joint,q:right_shoulder_roll_joint,q:left_ankle_roll_joint,q:right_ankle_roll_joint,q:left_shoulder_yaw_joint,q:right_shoulder_yaw_joint,q:left_elbow_joint,q:right_elbow_joint,q:left_wrist_roll_joint,q:right_wrist_roll_joint,q:left_wrist_pitch_joint,q:right_wrist_pitch_joint,q:left_wrist_yaw_joint,q:right_wrist_yaw_joint,qd:left_hip_pitch_joint,qd:right_hip_pitch_joint,qd:waist_yaw_joint,qd:left_hip_roll_joint,qd:right_hip_roll_joint,qd:waist_roll_joint,qd:left_hip_yaw_joint,qd:right_hip_yaw_joint,qd:waist_pitch_joint,qd:left_knee_joint,qd:right_knee_joint,qd:left_shoulder_pitch_joint,qd:right_shoulder_pitch_joint,qd:left_ankle_pitch_joint,qd:right_ankle_pitch_joint,qd:left_shoulder_roll_joint,qd:right_shoulder_roll_joint,qd:left_ankle_roll_joint,qd:right_ankle_roll_joint,qd:left_shoulder_yaw_joint,qd:right_shoulder_yaw_joint,qd:left_elbow_joint,qd:right_elbow_joint,qd:left_wrist_roll_joint,qd:right_wrist_roll_joint,qd:left_wrist_pitch_joint,qd:right_wrist_pitch_joint,qd:left_wrist_yaw_joint,qd:right_wrist_yaw_joint,act:left_hip_pitch_joint,act:right_hip_pitch_joint,act:waist_yaw_joint,act:left_hip_roll_joint,act:right_hip_roll_joint,act:waist_roll_joint,act:left_hip_yaw_joint,act:right_hip_yaw_joint,act:waist_pitch_joint,act:left_knee_joint,act:right_knee_joint,act:left_shoulder_pitch_joint,act:right_shoulder_pitch_joint,act:left_ankle_pitch_joint,act:right_ankle_pitch_joint,act:left_shoulder_roll_joint,act:right_shoulder_roll_joint,act:left_ankle_roll_joint,act:right_ankle_roll_joint,act:left_shoulder_yaw_joint,act:right_shoulder_yaw_joint,act:left_elbow_joint,act:right_elbow_joint,act:left_wrist_roll_joint,act:right_wrist_roll_joint,act:left_wrist_pitch_joint,act:right_wrist_pitch_joint,act:left_wrist_yaw_joint,act:right_wrist_yaw_joint
3575,71.5,36,BH,swing,-1.7043,0.0604,0.7623,2.85,-5.81,13.1,0.112,-0.545,-0.69,1.517,4.38,right_shoulder_yaw_joint,1.095,0,0,-0.836,0.127,1.226,-0.1526,-0.2369,0.8001,-0.4017,-0.3395,0.1901,-0.8703,-0.1713,-0.091,0.3501,0.5563,-0.0753,-0.0362,-0.0129,-0.214,-0.0895,-0.0319,-0.036,0.2205,0.0445,-1.0165,0.5893,1.0076,0.1143,-0.8262,-0.0366,0.5235,0.2433,-0.0141,-0.2752,-0.2199,0.1339,-0.1222,-0.4725,0.4724,1.1513,-0.3017,0.3692,0.9212,0.4564,-0.4141,0.2865,-0.3734,0.0794,0.0278,0.0059,0.8057,-0.1065,0.0564,-0.6588,-0.2592,-0.4581,-0.1375,-1.5173,0.4058,-0.0334,0.1106,0.3535,0.1527,-0.2945,3.2089,-1.1078,-1.4459,0.0242,-2.9321,-1.2128,-0.1947,0.5251,0.7626,-1.8853,-0.4869,-0.0744,-1.172,-1.2759,0.2187,0.6241,0.8134,0.2244,-4.3799,-0.0954,1.885,0.3916,-3.7247,-0.0168,2.4245,1.0021,0.1587
3576,71.52,36,BH,swing,-1.7107,0.0615,0.7606,2.73,-6.52,12.29,0.003,-0.68,-0.765,1.546,4.396,right_shoulder_yaw_joint,1.099,0,0,-0.871,0.126,1.166,-0.1604,-0.2395,0.8018,-0.4042,-0.3501,0.2019,-0.8441,-0.1831,-0.0842,0.3763,0.5658,-0.0833,-0.0345,-0.0267,-0.2144,-0.0889,-0.0345,-0.0153,0.2166,0.045,-1.0282,0.5844,0.9949,0.1104,-0.8589,-0.0258,0.5252,0.2451,-0.006,-0.3629,-0.0775,0.0968,-0.0645,-0.4868,0.6571,1.3261,-0.6461,0.3302,1.3749,0.4618,-0.3837,-0.064,-0.6581,-0.051,0.0457,-0.2365,0.9624,-0.1689,0.0158,-0.5791,-0.2155,-0.633,-0.207,-1.5464,0.5573,0.2839,0.0715,0.4072,0.0425,-0.2896,3.2055,-1.09,-1.5763,-0.0202,-2.782,-1.3355,-0.0787,0.8329,0.7175,-1.9701,-0.5392,-0.2742,-1.2828,-1.2283,0.1346,0.7218,0.7545,0.2319,-4.3959,-0.1094,1.8884,0.3453,-3.8117,0.109,2.489,0.9959,0.2167
3577,71.54,36,BH,swing,-1.7173,0.0626,0.7586,2.42,-7.31,11.57,-0.169,-0.774,-0.674,1.976,4.368,right_shoulder_yaw_joint,1.092,0,0,-0.906,0.125,1.102,-0.1733,-0.2388,0.8011,-0.4051,-0.3616,0.2162,-0.8115,-0.2046,-0.0793,0.4148,0.5752,-0.0912,-0.0385,-0.0496,-0.2168,-0.0877,-0.0424,0.0093,0.2114,0.0448,-1.0409,0.58,0.9854,0.1048,-0.8882,-0.0103,0.5371,0.2459,0.0046,-0.6497,0.0928,-0.0288,0.0509,-0.5283,0.7567,1.6753,-1.1445,0.2447,1.9756,0.4744,-0.4128,-0.2972,-1.0951,-0.1318,0.0868,-0.4861,1.1377,-0.2228,-0.0143,-0.722,-0.2013,-0.2938,-0.2972,-1.2675,0.8013,0.8062,0.0289,0.6001,-0.0471,-0.4195,3.1947,-1.0669,-1.7534,-0.1227,-2.5645,-1.5396,0.1055,1.2521,0.5878,-2.0871,-0.6484,-0.5124,-1.4803,-1.1462,-0.0012,0.81,0.6768,0.2562,-4.368,-0.1164,1.8419,0.2912,-3.8348,0.2754,2.5208,0.9791,0.2464
3578,71.56,36,BH,swing,-1.7241,0.0637,0.7561,1.82,-8.09,11.09,-0.486,-0.805,-0.448,2.544,4.303,right_shoulder_yaw_joint,1.076,0,0,-0.941,0.124,1.035,-0.1955,-0.2347,0.7971,-0.4014,-0.3743,0.2316,-0.7685,-0.2394,-0.0773,0.4667,0.5847,-0.1004,-0.0448,-0.0812,-0.2197,-0.0853,-0.0542,0.0422,0.2046,0.0445,-1.0537,0.5757,0.9823,0.0972,-0.9108,0.0112,0.5554,0.2456,0.0168,-1.2263,0.3017,-0.2278,0.4844,-0.5378,0.8121,2.4232,-1.92,0.0482,2.5444,0.4667,-0.5234,-0.3293,-1.0814,-0.1101,0.1517,-0.6533,1.859,-0.257,-0.0129,-0.5382,-0.2127,-0.1028,-0.3905,-1.0402,1.1088,0.8907,-0.0349,0.5346,-0.1489,-0.6778,3.1546,-1.0544,-1.9125,-0.2364,-2.2489,-1.8721,0.3317,1.7463,0.4471,-2.267,-0.8398,-0.9042,-1.7708,-1.0398,-0.2382,0.8608,0.5889,0.2822,-4.3025,-0.1188,1.6886,0.2428,-3.8005,0.4981,2.5514,0.9427,0.2161
3579,71.58,36,BH,swing,-1.731,0.0647,0.7527,0.86,-8.81,10.96,-0.738,-0.812,-0.248,3.382,4.174,right_shoulder_yaw_joint,1.044,0,0,-0.975,0.122,0.965,-0.2307,-0.228,0.7887,-0.39,-0.388,0.247,-0.7134,-0.2897,-0.0781,0.5342,0.5972,-0.1131,-0.052,-0.1249,-0.2247,-0.0809,-0.0685,0.0802,0.1959,0.0445,-1.063,0.5708,0.9805,0.0882,-0.9246,0.0404,0.5751,0.2432,0.0268,-1.7479,0.3607,-0.3851,0.7229,-0.6413,0.7715,2.7435,-2.524,0.0545,3.3818,0.705,-0.7371,-0.3973,-2.1592,-0.1931,0.2861,-0.7373,1.668,-0.3968,0.0225,-0.4122,-0.2201,-0.0684,-0.4471,-0.5056,1.5022,0.9601,-0.1381,0.4525,-0.172,-1.0387,3.1025,-0.968,-2.14,-0.4109,-1.8235,-2.3375,0.6323,2.4568,0.192,-2.4522,-1.0628,-1.2742,-2.0276,-0.8813,-0.5529,0.8838,0.4856,0.329,-4.1742,-0.1557,1.507,0.2115,-3.7164,0.7531,2.5356,0.8747,0.1514
3580,71.6,36,BH,swing,-1.7382,0.0655,0.7483,-0.37,-9.49,10.97,-0.94,-0.822,-0.277,4.234,4.005,right_shoulder_yaw_joint,1.131,0,0,-1.01,0.121,0.892,-0.2761,-0.2188,0.7777,-0.3729,-0.4042,0.262,-0.6533,-0.3537,-0.078,0.6205,0.6118,-0.1294,-0.0607,-0.1988,-0.2247,-0.073,-0.0846,0.1149,0.1834,0.0459,-1.0671,0.5646,0.9786,0.079,-0.9268,0.0782,0.5933,0.2376,0.0335,-2.1986,0.4602,-0.4613,1.0405,-0.7707,0.7327,2.968,-3.1475,0.172,4.2335,0.7853,-0.8952,-0.5166,-3.6482,0.1408,0.4948,-0.8178,1.5383,-0.5734,0.1103,-0.1033,-0.3189,-0.1072,-0.4393,0.0615,1.9061,0.8095,-0.3114,0.275,-0.0431,-1.4698,3.0655,-0.7983,-2.3964,-0.6273,-1.3552,-2.9123,0.9297,3.3236,-0.181,-2.62,-1.3025,-1.5751,-2.2527,-0.7219,-0.9449,0.8395,0.4005,0.4162,-4.0045,-0.2158,1.293,0.2167,-3.5566,1.0401,2.4576,0.7685,0.06
3581,71.62,36,BH,swing,-1.7455,0.0664,0.7431,-1.83,-10.19,10.77,-1.083,-0.895,-0.623,5.306,4.164,left_knee_joint,1.341,0,0,-1.043,0.12,0.816,-0.3293,-0.2055,0.7668,-0.3479,-0.4218,0.2773,-0.5908,-0.4305,-0.0744,0.7268,0.6248,-0.1479,-0.0723,-0.2932,-0.213,-0.0609,-0.103,0.1433,0.1678,0.0506,-1.0629,0.5555,0.9749,0.0716,-0.9168,0.1244,0.6057,0.2272,0.035,-2.4916,0.6573,-0.3661,1.5072,-0.8358,0.7519,3.1203,-3.6905,0.4213,5.3055,0.6849,-0.9748,-0.7014,-4.3708,0.7588,0.7293,-0.9508,1.1802,-0.7181,0.3152,0.3633,-0.4797,-0.2406,-0.3221,0.6475,2.3034,0.4567,-0.5605,0.0027,0.1723,-1.8057,3.0256,-0.5865,-2.5572,-0.797,-1.0379,-3.5118,1.1307,4.1639,-0.4809,-2.7557,-1.5549,-1.847,-2.391,-0.6323,-1.3779,0.67,0.3855,0.511,-3.8803,-0.2767,1.0557,0.3175,-3.3301,1.3206,2.365,0.6282,-0.0268
3582,71.64,36,BH,swing,-1.7528,0.0676,0.7371,-3.4,-11.09,9.95,-1.056,-1.074,-1.297,6.672,4.657,left_knee_joint,1.464,0,0,-1.076,0.119,0.87,-0.3782,-0.1865,0.7596,-0.3095,-0.4384,0.2939,-0.5235,-0.5137,-0.0637,0.8626,0.6353,-0.1666,-0.0891,-0.3826,-0.1904,-0.0437,-0.1241,0.1528,0.1518,0.0606,-1.051,0.5435,0.9674,0.0706,-0.8941,0.1772,0.6104,0.2108,0.0315,-1.9505,0.8621,-0.1597,2.1481,-0.8608,0.6914,3.2386,-3.8676,0.85,6.672,0.5792,-0.9246,-1.0087,-3.8948,1.2476,1.0281,-1.0582,0.2881,-0.7526,0.6148,0.6946,-0.6004,-0.4415,0.0528,1.2648,2.5828,0.0554,-0.8505,-0.2194,0.3023,-1.7625,2.996,-0.4413,-2.4565,-0.8543,-1.0183,-3.9956,1.2436,4.6571,-0.5225,-2.7842,-1.7822,-1.9707,-2.3524,-0.6417,-1.7349,0.4385,0.5018,0.5233,-3.8121,-0.3865,0.8356,0.4507,-3.0697,1.4885,2.3344,0.4742,-0.0458
3583,71.66,36,BH,swing,-1.7598,0.0691,0.731,-4.87,-12.24,8.35,-0.983,-1.188,-1.904,6.6,4.585,left_knee_joint,1.446,0,0,-1.107,0.118,1.052,-0.4063,-0.1645,0.7554,-0.2613,-0.4518,0.3088,-0.4689,-0.5929,-0.0435,1.0034,0.6434,-0.1824,-0.1133,-0.4553,-0.1626,-0.0205,-0.1473,0.1441,0.1411,0.075,-1.0348,0.5288,0.9547,0.0779,-0.8596,0.2301,0.6098,0.1889,0.027,-0.8455,0.9532,-0.1006,2.5105,-0.6228,0.5455,2.3691,-3.623,1.2241,6.6003,0.4252,-0.6999,-1.3891,-3.1283,1.3754,1.3141,-1.1695,-0.5272,-0.4592,0.7654,0.8393,-0.7435,-0.7283,0.4659,1.8199,2.478,-0.1242,-1.1027,-0.1967,0.5586,-1.3284,1.958,0.0425,-2.1903,-2.8746,-1.7373,-4.0584,1.3206,4.5854,-1.3189,-2.4297,-0.7224,-2.0955,-1.9337,0.2929,-2.0075,-0.0689,0.8049,0.4758,-3.3717,-0.6151,-3.8311,0.3664,0.4472,1.6427,1.7133,-0.0328,1.8554
3584,71.68,36,BH,swing,-1.7661,0.0707,0.726,-6.72,-13.14,6.8,-1.501,-0.757,-1.707,11.339,6.282,right_elbow_joint,1.347,0,0,-1.138,0.117,1.226,-0.4097,-0.1313,0.7335,-0.2036,-0.4427,0.3195,-0.4495,-0.6724,-0.0203,1.1132,0.6175,-0.1811,-0.1121,-0.5144,-0.0936,0.0211,-0.1412,0.1055,0.1472,0.0832,-1.0029,0.503,0.8019,0.0832,-0.6834,0.279,0.6065,0.1467,0.0983,0.1832,1.4397,-1.5796,2.8933,0.7437,0.1043,0.3167,-3.7373,1.2568,4.604,-1.6251,0.5152,0.6644,-2.6305,3.6026,2.6569,0.9516,-1.9933,0.4053,0.2817,1.8377,-1.4938,-10.4749,0.1594,11.3386,2.2502,-0.5164,-2.3326,5.3741,0.3911,-0.7374,1.5348,0.3219,-1.8588,-3.1605,-2.3442,-4.1785,1.0305,4.1898,-1.4149,-2.4311,0.6615,-2.9127,-1.6123,0.9604,-2.1788,-0.0087,0.9061,0.4009,-2.8254,-1.0163,-6.2823,0.4949,2.1438,1.6739,2.2043,-0.1127,2.9825
3585,71.7,36,BH,swing,-1.7716,0.0727,0.7223,-9.13,-13.34,5.7,-2.22,-0.171,-1.332,15.266,7.754,right_elbow_joint,1.191,0,0,-1.167,0.116,1.393,-0.3966,-0.1028,0.6891,-0.1392,-0.4074,0.3224,-0.4686,-0.7448,-0.0002,1.1757,0.5742,-0.161,-0.0674,-0.6008,-0.0349,0.0867,-0.1179,0.0746,0.1565,0.0799,-0.9392,0.4671,0.517,0.0903,-0.3953,0.3205,0.6212,0.1004,0.2522,0.8491,0.8931,-2.6147,3.2263,2.3447,0.0124,-1.7046,-2.9478,0.9266,2.2414,-1.9703,1.2426,2.9987,-4.3561,1.4138,3.6493,0.8533,-1.284,0.2793,-0.3051,3.7191,-1.8414,-15.2663,0.4127,14.8484,1.8439,0.871,-2.1428,8.1468,0.1937,-0.0106,1.3862,0.4655,-1.5673,-2.8257,-3.053,-4.2573,0.2989,3.5626,-1.071,-2.5246,1.5979,-3.4512,-1.0166,1.3603,-2.167,0.2173,0.9395,0.3226,-2.6685,-1.473,-7.7541,0.5633,3.5217,1.562,2.6222,-0.1586,3.8118
3586,71.72,36,BH,swing,-1.7766,0.075,0.7194,-12.09,-12.65,5.6,-2.614,0.644,-0.394,15.321,9.007,right_elbow_joint,1.157,0,0,-1.196,0.115,1.552,-0.3755,-0.0876,0.6281,-0.0795,-0.3545,0.3161,-0.5293,-0.8084,0.01,1.1842,0.5309,-0.1348,0.0153,-0.6746,-0.0138,0.1674,-0.1251,0.0657,0.1619,0.068,-0.86,0.4257,0.2187,0.1005,-0.0788,0.3495,0.644,0.0612,0.4243,1.0757,0.4606,-3.1949,2.7189,2.6118,-0.7133,-3.6251,-3.1491,0.3003,-0.4099,-2.1068,1.2408,4.7018,-3.2386,0.8744,4.2804,-1.3833,-0.2156,0.2405,-0.6417,3.8133,-2.1636,-14.1796,0.5223,15.321,1.1816,0.8997,-1.7577,8.2514,-0.0228,0.7307,1.1367,0.3887,-1.1034,-2.1656,-3.4746,-4.1868,-0.6115,2.4484,-0.5053,-2.6849,1.9272,-3.625,-0.4676,1.547,-1.879,0.3029,1.109,0.0625,-2.7118,-1.8856,-9.0075,0.7624,4.6261,1.4241,3.0847,-0.1258,4.5448
3587,71.74,36,BH,swing,-1.7807,0.0772,0.7163,-14.93,-11.0,6.3,-2.54,1.475,0.378,14.635,9.928,right_elbow_joint,1.354,0,0,-1.225,0.114,1.704,-0.3521,-0.0865,0.5602,-0.0314,-0.3067,0.2895,-0.6162,-0.8709,0.0075,1.1299,0.4927,-0.1124,0.1163,-0.7244,0.0035,0.2611,-0.1747,0.0636,0.174,0.0494,-0.8082,0.3768,-0.0425,0.1184,0.2299,0.3648,0.6693,0.033,0.5913,0.1581,-0.2107,-3.6089,1.4794,2.099,-1.7614,-4.4401,-3.1398,-0.284,-2.0784,-1.7041,0.8564,5.1094,-1.3683,0.8985,4.8671,-3.3583,-0.9994,0.6741,-0.9425,1.6079,-2.5489,-12.0848,0.9984,14.6347,0.514,1.1379,-1.1727,7.9091,-0.1412,1.4251,0.7332,0.4538,-0.6227,-1.2811,-3.7738,-3.7762,-1.5934,1.0031,0.1078,-2.6793,1.8022,-3.3896,-0.0068,1.6448,-1.494,0.2233,1.23,-0.2653,-2.7885,-2.2879,-9.9277,0.9469,5.4157,1.2311,3.4615,0.0668,5.0121
3588,71.76,36,BH,swing,-1.7851,0.0772,0.7146,-16.98,-9.93,7.1,-1.473,0.277,0.172,13.249,10.527,right_elbow_joint,1.494,0,0,-1.253,0.113,1.849,-0.3585,-0.0823,0.4909,-0.0183,-0.2665,0.2473,-0.6811,-0.914,0.0237,1.113,0.4582,-0.1021,0.2006,-0.6699,0.0169,0.3679,-0.2475,0.034,0.1912,0.0276,-0.8071,0.3222,-0.2529,0.145,0.5141,0.3652,0.7002,0.023,0.7444,-0.1567,0.4913,-3.141,0.4993,1.9421,-2.535,-2.3746,-1.5265,1.3562,-0.4701,-1.7249,0.3008,3.6222,3.939,0.3527,5.6853,-3.6766,-1.3818,0.7899,-1.0141,-0.82,-2.7774,-9.3106,1.3896,13.249,-0.2012,1.5322,-0.2177,7.1707,-0.4984,1.8708,0.5111,-0.1667,-0.8231,-0.6662,-3.9956,-3.0969,-2.2278,-0.7835,0.3558,-2.5772,1.5984,-4.3113,-0.1877,1.4951,-1.3931,0.0557,1.5021,-0.4678,-2.7334,-2.4915,-10.5269,0.9907,5.9776,1.0258,3.7396,0.3233,5.1171
3589,71.78,36,BH,swing,-1.7883,0.0729,0.7176,-17.17,-9.99,7.19,0.35,-0.096,0.108,11.589,10.776,right_elbow_joint,1.61,0,0,-1.281,0.112,1.988,-0.3439,-0.0735,0.4296,-0.0175,-0.2487,0.165,-0.7096,-0.925,0.062,1.0783,0.4355,-0.0968,0.2539,-0.5794,0.0048,0.492,-0.3067,-0.0065,0.2104,0.0118,-0.8307,0.2695,-0.4075,0.1724,0.7655,0.352,0.7397,0.0327,0.8731,1.0311,0.4928,-3.0271,0.0335,0.4891,-5.1745,-0.8391,-0.2022,1.822,-2.3739,-1.1426,0.2016,2.1478,3.3379,-1.0979,6.4656,-2.4079,-2.219,0.9389,-0.5734,-1.2039,-2.435,-6.717,1.2768,11.5891,-0.7978,2.0304,0.7049,5.856,-1.2417,2.1217,0.3746,-0.6825,-1.1558,-0.0867,-4.1079,-2.5455,-2.3391,-1.8559,0.4526,-2.6311,1.3118,-4.9784,-0.3526,1.4535,-1.4649,-0.278,1.601,-0.464,-2.8991,-2.4449,-10.7765,0.8737,6.441,0.8115,3.9188,0.543,5.3401
3590,71.8,36,BH,swing,-1.7899,0.0643,0.7262,-15.64,-9.77,7.69,1.623,0.583,0.984,10.057,10.691,right_elbow_joint,1.663,0,0,-1.308,0.111,2.12,-0.321,-0.0701,0.3641,-0.0268,-0.2573,0.0306,-0.72,-0.9202,0.0887,1.0041,0.419,-0.0974,0.2856,-0.5141,-0.0315,0.6225,-0.3403,-0.0604,0.2328,0.0064,-0.853,0.2317,-0.5227,0.1894,0.9835,0.3278,0.7865,0.056,0.9842,1.2698,0.0804,-3.3922,-0.6753,-0.726,-7.5752,-0.479,0.4611,0.7136,-4.6505,-0.9521,-0.2762,1.3303,3.24,-2.2117,6.3767,-1.2675,-2.5628,1.0967,-0.0988,-0.9342,-1.5091,-5.2387,0.6266,10.0567,-1.2709,2.2908,1.236,5.2005,-1.7995,2.2353,0.3454,-0.8119,-1.2804,0.5711,-4.2703,-2.2044,-2.4176,-2.4798,0.5616,-2.6322,0.8459,-5.0132,-0.262,1.4409,-1.4984,-0.8174,1.5754,-0.4967,-3.2014,-2.3851,-10.691,0.7219,6.6517,0.6411,3.9645,0.6831,5.4655
3591,71.82,36,BH,swing,-1.7899,0.0538,0.7385,-13.53,-8.82,9.17,1.608,1.266,1.902,8.407,10.454,right_elbow_joint,1.632,0,0,-1.334,0.11,2.247,-0.2981,-0.0763,0.29,-0.0433,-0.2728,-0.1258,-0.7398,-0.9006,0.0799,0.896,0.4021,-0.1106,0.3052,-0.4461,-0.0769,0.7362,-0.3648,-0.1213,0.2534,0.0043,-0.8765,0.2109,-0.6217,0.1925,1.1675,0.2976,0.8302,0.0842,1.0817,1.2009,-0.4262,-3.9376,-0.8828,-0.7279,-7.7781,-1.4403,1.285,-1.2803,-5.8721,-0.8308,-1.0341,0.7285,3.2481,-2.2094,4.9618,-1.3119,-2.802,0.846,-0.1629,-1.3136,-0.7645,-4.7666,-0.0463,8.4073,-1.4966,1.9025,1.3583,4.5052,-2.0364,2.2343,0.5317,-0.8123,-1.2262,1.1835,-4.4628,-2.1655,-2.4083,-2.8163,0.6239,-2.4172,0.13,-4.7722,-0.1249,1.3812,-1.4376,-1.2119,1.5388,-0.506,-3.47,-2.37,-10.4539,0.6358,6.5264,0.5843,3.8949,0.7222,5.3522
3592,71.84,36,BH,swing,-1.789,0.0439,0.7518,-11.96,-7.49,11.85,0.852,1.427,2.916,6.509,10.152,right_elbow_joint,1.548,0,0,-1.361,0.109,2.367,-0.2745,-0.0824,0.202,-0.0579,-0.2798,-0.2672,-0.7844,-0.8587,0.0362,0.7773,0.3946,-0.1396,0.3061,-0.3979,-0.1108,0.81,-0.3952,-0.1769,0.2607,-0.0021,-0.913,0.1983,-0.7151,0.1867,1.311,0.2682,0.8591,0.1093,1.1578,1.1377,0.0137,-4.7438,-0.5792,-0.1139,-6.5091,-2.739,2.4237,-2.8183,-5.9578,-0.0205,-1.8274,-0.4268,1.6141,-1.3551,2.6338,-1.6568,-2.4943,0.1305,-0.5142,-2.0983,-0.598,-4.5024,-0.3803,6.2995,-1.3745,1.0747,1.1138,3.2936,-1.7984,1.8872,0.9371,-0.786,-1.1285,1.6061,-4.6495,-2.3799,-2.1763,-2.8002,0.3555,-1.9697,-0.7101,-4.0794,-0.0574,1.3827,-1.3459,-1.3968,1.4657,-0.3536,-3.7512,-2.319,-10.1523,0.6481,6.1915,0.6839,3.744,0.6404,5.1286
3593,71.86,36,BH,follow_through,-1.7876,0.0356,0.7651,-11.11,-6.11,15.23,0.302,1.32,2.99,5.819,9.772,right_elbow_joint,1.428,0,0,-1.386,0.108,2.482,-0.2497,-0.0722,0.1096,-0.0618,-0.2724,-0.3808,-0.8457,-0.8163,-0.0316,0.6591,0.3845,-0.1787,0.2776,-0.3847,-0.1269,0.8344,-0.428,-0.2196,0.2619,-0.0129,-0.9626,0.1829,-0.802,0.1798,1.4068,0.247,0.8703,0.1241,1.2065,1.2454,0.6977,-4.3958,0.0202,0.5007,-5.1333,-3.1806,1.9108,-3.8118,-5.8189,-0.4558,-2.0361,-2.1051,-0.118,-0.6401,0.1439,-1.6323,-1.7677,0.0342,-0.6423,-2.5594,-0.9055,-4.1119,-0.3152,3.8411,-0.8928,0.2641,0.5474,1.8725,-1.3854,1.3181,1.4266,-0.8018,-1.1448,1.7874,-4.7145,-2.7456,-1.7952,-2.5507,-0.2094,-1.4302,-1.5928,-3.1973,-0.1801,1.4587,-1.4492,-1.3478,1.3297,-0.1435,-3.8915,-2.3009,-9.7716,0.6703,5.7101,0.871,3.5267,0.5237,4.8645
3594,71.88,36,BH,follow_through,-1.7864,0.0295,0.7774,-10.4,-5.03,17.87,0.359,1.042,1.939,5.464,9.118,right_elbow_joint,1.279,0,0,-1.412,0.107,2.591,-0.2169,-0.0496,0.0395,-0.0577,-0.2591,-0.4715,-0.9089,-0.7918,-0.1089,0.5454,0.3529,-0.2123,0.2111,-0.4031,-0.1407,0.8147,-0.4594,-0.2478,0.262,-0.0226,-1.0109,0.1575,-0.8802,0.1752,1.4508,0.2382,0.8652,0.1274,1.227,1.7162,1.0487,-2.7571,0.2911,0.5674,-4.0909,-3.054,0.9696,-4.0071,-5.4636,-1.6853,-1.3781,-4.1297,-1.5175,-0.7514,-1.8068,-1.5705,-1.0885,-0.0036,-0.4845,-2.1447,-1.4573,-3.6592,-0.1803,1.2695,-0.2571,-0.4531,0.0207,0.5092,-0.9607,0.7515,1.9158,-0.8082,-1.2332,1.7415,-4.7697,-3.194,-1.2764,-2.159,-0.8256,-0.9854,-2.4947,-2.1986,-0.3834,1.5874,-1.8398,-1.1931,1.1777,0.0671,-3.9139,-2.2352,-9.1185,0.5825,5.1146,1.0385,3.1571,0.4415,4.476
3595,71.9,36,BH,follow_through,-1.7869,0.026,0.7871,-9.74,-4.46,18.9,0.059,0.509,0.47,6.52,8.024,right_elbow_joint,1.219,0,0,-1.437,0.106,2.695,-0.1738,-0.0217,0.0107,-0.0479,-0.2468,-0.5354,-0.9694,-0.7927,-0.1796,0.4385,0.2958,-0.2262,0.1018,-0.4118,-0.1615,0.7613,-0.4967,-0.2632,0.2616,-0.0277,-1.0415,0.1253,-0.9505,0.1687,1.4436,0.2398,0.8417,0.1236,1.2179,1.8116,1.2058,-0.7509,0.8529,0.9681,-1.6169,-3.0027,-0.5892,-3.3843,-4.4947,-2.9492,0.1657,-6.5197,0.09,-1.1173,-3.5807,-2.3882,-0.6994,-0.0101,-0.0709,-0.9349,-1.4661,-3.3984,-0.3533,-1.2241,0.1679,-1.347,-0.2085,-1.0297,-0.779,0.5098,2.2854,-0.9212,-1.2554,1.3021,-4.8771,-3.5896,-0.6494,-1.819,-1.2646,-0.7218,-3.2265,-1.7159,-0.5575,1.6863,-2.3692,-1.1285,1.1617,0.22,-3.7033,-2.1578,-8.0239,0.404,4.4991,1.195,2.7023,0.4491,3.8848
3596,71.92,36,BH,follow_through,-1.7913,0.0263,0.7922,-9.88,-4.45,18.47,0.007,-0.099,-0.945,8.557,6.832,right_elbow_joint,1.237,0,0,-1.462,0.105,2.793,-0.132,0.0062,0.0238,-0.0335,-0.2308,-0.5411,-1.0298,-0.8216,-0.2262,0.3634,0.2275,-0.2072,-0.0547,-0.3812,-0.1892,0.6803,-0.5544,-0.2673,0.2617,-0.0283,-1.0366,0.1002,-1.018,0.1544,1.3915,0.2498,0.7996,0.12,1.1733,1.9984,0.9363,1.7634,0.4316,0.369,0.2562,-2.7497,-1.4267,-1.8696,-3.1827,-3.2283,1.3985,-8.5574,2.0008,-1.4233,-4.0903,-3.0054,0.0027,0.0115,-0.18,0.9942,-1.1265,-3.1527,-0.8305,-3.2278,0.6262,-2.1548,-0.1749,-2.6854,-0.783,0.7766,2.2457,-1.0325,-1.1468,0.7545,-4.9489,-3.7989,-0.1887,-1.6865,-1.2697,-0.7034,-3.6358,-2.0035,-0.6233,1.55,-2.9421,-1.1655,1.2133,0.2702,-3.2893,-2.06,-6.8324,0.197,3.9326,1.2865,2.3655,0.5046,3.2709
