step,time_s,serve,side,phase,base_x,base_y,base_z,roll_deg,pitch_deg,yaw_deg,angvel_x,angvel_y,angvel_z,qd_absmax,act_absmax,act_argmax_joint,qdes_absmax,nan,fallen,ball_x,ball_y,ball_z,q:left_hip_pitch_joint,q:right_hip_pitch_joint,q:waist_yaw_joint,q:left_hip_roll_joint,q:right_hip_roll_joint,q:waist_roll_joint,q:left_hip_yaw_joint,q:right_hip_yaw_joint,q:waist_pitch_joint,q:left_knee_joint,q:right_knee_joint,q:left_shoulder_pitch_joint,q:right_shoulder_pitch_joint,q:left_ankle_pitch_joint,q:right_ankle_pitch_joint,q:left_shoulder_roll_joint,q:right_shoulder_roll_joint,q:left_ankle_roll_joint,q:right_ankle_roll_joint,q:left_shoulder_yaw_joint,q:right_shoulder_yaw_joint,q:left_elbow_joint,q:right_elbow_joint,q:left_wrist_roll_joint,q:right_wrist_roll_joint,q:left_wrist_pitch_joint,q:right_wrist_pitch_joint,q:left_wrist_yaw_joint,q:right_wrist_yaw_joint,qd:left_hip_pitch_joint,qd:right_hip_pitch_joint,qd:waist_yaw_joint,qd:left_hip_roll_joint,qd:right_hip_roll_joint,qd:waist_roll_joint,qd:left_hip_yaw_joint,qd:right_hip_yaw_joint,qd:waist_pitch_joint,qd:left_knee_joint,qd:right_knee_joint,qd:left_shoulder_pitch_joint,qd:right_shoulder_pitch_joint,qd:left_ankle_pitch_joint,qd:right_ankle_pitch_joint,qd:left_shoulder_roll_joint,qd:right_shoulder_roll_joint,qd:left_ankle_roll_joint,qd:right_ankle_roll_joint,qd:left_shoulder_yaw_joint,qd:right_shoulder_yaw_joint,qd:left_elbow_joint,qd:right_elbow_joint,qd:left_wrist_roll_joint,qd:right_wrist_roll_joint,qd:left_wrist_pitch_joint,qd:right_wrist_pitch_joint,qd:left_wrist_yaw_joint,qd:right_wrist_yaw_joint,act:left_hip_pitch_joint,act:right_hip_pitch_joint,act:waist_yaw_joint,act:left_hip_roll_joint,act:right_hip_roll_joint,act:waist_roll_joint,act:left_hip_yaw_joint,act:right_hip_yaw_joint,act:waist_pitch_joint,act:left_knee_joint,act:right_knee_joint,act:left_shoulder_pitch_joint,act:right_shoulder_pitch_joint,act:left_ankle_pitch_joint,act:right_ankle_pitch_joint,act:left_shoulder_roll_joint,act:right_shoulder_roll_joint,act:left_ankle_roll_joint,act:right_ankle_roll_joint,act:left_shoulder_yaw_joint,act:right_shoulder_yaw_joint,act:left_elbow_joint,act:right_elbow_joint,act:left_wrist_roll_joint,act:right_wrist_roll_joint,act:left_wrist_pitch_joint,act:right_wrist_pitch_joint,act:left_wrist_yaw_joint,act:right_wrist_yaw_joint
20,0.4,1,FH,swing,-1.6064,0.0593,0.764,0.38,-6.43,-22.41,-0.041,-0.397,-0.292,1.826,5.845,right_hip_yaw_joint,1.461,0,0,-0.2,-0.328,2.01,-0.0602,0.0181,-0.1035,0.0463,0.2146,0.521,0.3354,1.4111,-0.1295,0.5321,0.3717,0.0015,-0.1421,-0.3662,-0.2571,0.6538,-0.4942,0.1031,0.1668,-0.5109,1.1734,0.4138,1.1346,0.4491,-0.3214,-1.004,0.3969,0.2571,0.3309,0.2361,0.2017,-1.0255,-0.0574,-0.1395,0.6807,0.2582,0.3722,0.1234,-0.0811,-0.231,-0.4374,-0.0254,0.1928,0.2539,1.6744,-0.7554,0.1351,-0.0958,-0.817,1.8264,-0.5003,0.2922,0.4196,-0.7267,-0.2018,0.2728,0.4597,-0.8485,0.3356,0.524,-0.5553,0.9645,0.6862,0.4728,0.2858,5.8451,-0.2152,0.2427,0.3641,-1.0075,-0.8945,-0.455,1.6732,2.6642,-1.6673,0.8745,0.2516,-2.1168,5.2512,-0.6363,2.5865,1.8907,-1.4948,-4.0946,1.7174,1.1834,1.2884
21,0.42,1,FH,swing,-1.6104,0.0603,0.7637,0.75,-6.98,-22.77,0.127,-0.612,-0.249,1.715,5.822,right_hip_yaw_joint,1.455,0,0,-0.234,-0.326,2.009,-0.0526,0.0236,-0.1225,0.0416,0.209,0.5249,0.3416,1.4178,-0.1252,0.5284,0.3694,-0.0083,-0.1408,-0.361,-0.2572,0.689,-0.5052,0.1062,0.1684,-0.5285,1.2093,0.4016,1.1411,0.4576,-0.3362,-1.0075,0.402,0.266,0.3187,0.3756,0.2745,-0.8948,-0.2536,-0.2791,-0.01,0.2945,0.2956,0.213,-0.1556,-0.0558,-0.4904,0.1373,0.272,-0.07,1.7153,-0.4599,0.1335,0.1433,-0.8591,1.6724,-0.6414,0.3204,0.4119,-0.6904,-0.162,0.2519,0.4063,-0.5811,0.3491,0.5486,-0.6504,1.0151,0.6783,0.5498,0.2832,5.8217,-0.1767,0.142,0.3715,-1.0178,-0.9733,-0.6522,1.6159,2.7813,-1.709,0.9172,0.2256,-2.208,5.2818,-0.6911,2.583,1.8902,-1.5617,-4.0898,1.725,1.2028,1.2882
22,0.44,1,FH,swing,-1.615,0.0607,0.7632,1.1,-7.65,-23.06,0.022,-0.654,-0.199,1.495,5.808,right_hip_yaw_joint,1.452,0,0,-0.267,-0.323,2.004,-0.0439,0.0304,-0.1416,0.0376,0.205,0.5236,0.3464,1.4225,-0.1189,0.5254,0.3686,-0.0165,-0.1376,-0.356,-0.2572,0.7214,-0.5139,0.1102,0.1699,-0.5466,1.2414,0.3878,1.1482,0.4645,-0.3503,-1.0099,0.4075,0.274,0.3143,0.4179,0.3399,-0.9456,-0.1398,-0.1392,-0.08,0.1997,0.1986,0.319,-0.1306,-0.045,-0.3377,0.218,0.2519,0.0897,1.495,-0.4308,0.2075,0.0439,-0.8998,1.4846,-0.6863,0.3755,0.2989,-0.6622,-0.1071,0.2811,0.3637,-0.0489,0.3537,0.5939,-0.7195,1.0263,0.6504,0.5925,0.3011,5.8075,-0.1583,0.0856,0.3693,-1.0279,-1.0394,-0.7978,1.568,2.9086,-1.7402,0.9527,0.2032,-2.2985,5.3073,-0.7431,2.577,1.914,-1.6215,-4.0842,1.7416,1.2149,1.2834
23,0.46,1,FH,swing,-1.62,0.0609,0.763,1.36,-8.37,-23.3,-0.06,-0.649,-0.17,1.27,5.792,right_hip_yaw_joint,1.448,0,0,-0.3,-0.321,1.996,-0.0349,0.0379,-0.1614,0.0356,0.2029,0.5222,0.3497,1.4257,-0.1115,0.5224,0.3667,-0.0209,-0.1328,-0.3509,-0.2533,0.7491,-0.5231,0.1158,0.1691,-0.5662,1.2685,0.3734,1.1556,0.4701,-0.3637,-1.0113,0.4133,0.281,0.315,0.4299,0.3618,-0.9818,-0.0613,-0.0671,-0.0588,0.1411,0.1398,0.3446,-0.1494,-0.1125,-0.1317,0.2859,0.2663,0.2775,1.2698,-0.484,0.2784,-0.0768,-0.9929,1.2261,-0.7111,0.3666,0.2731,-0.6313,-0.0636,0.2895,0.3103,0.0708,0.3465,0.6325,-0.7716,1.0453,0.6273,0.6021,0.3199,5.7921,-0.1424,0.039,0.361,-1.0368,-1.0986,-0.9362,1.5087,3.044,-1.7591,0.9781,0.1761,-2.3904,5.3403,-0.7843,2.5674,1.9425,-1.6806,-4.072,1.759,1.2373,1.2629
24,0.48,1,FH,swing,-1.6253,0.0611,0.7629,1.57,-9.08,-23.52,-0.094,-0.629,-0.169,1.124,5.771,right_hip_yaw_joint,1.443,0,0,-0.333,-0.318,1.983,-0.0261,0.0454,-0.1815,0.0349,0.2019,0.5213,0.3522,1.428,-0.1044,0.5191,0.3637,-0.0214,-0.1268,-0.3459,-0.2465,0.773,-0.5335,0.1226,0.1659,-0.5881,1.2911,0.3588,1.1625,0.4759,-0.3767,-1.0118,0.4193,0.2874,0.3162,0.4186,0.3499,-0.9791,-0.0127,-0.0261,-0.0359,0.1224,0.1051,0.3204,-0.1643,-0.1613,0.0543,0.3191,0.2614,0.3968,1.1056,-0.5456,0.3388,-0.1883,-1.1242,1.0227,-0.7162,0.3302,0.2912,-0.6198,-0.0196,0.2881,0.2924,0.044,0.3348,0.6557,-0.8181,1.0727,0.605,0.5907,0.3369,5.7714,-0.1185,-0.0071,0.3509,-1.0379,-1.1519,-1.0873,1.4347,3.1767,-1.7706,0.9973,0.1488,-2.4773,5.3789,-0.8192,2.5608,1.9704,-1.7423,-4.0594,1.7769,1.275,1.2328
25,0.5,1,FH,swing,-1.6307,0.0611,0.763,1.75,-9.79,-23.76,-0.098,-0.612,-0.19,1.234,5.744,right_hip_yaw_joint,1.436,0,0,-0.366,-0.316,1.967,-0.0177,0.0522,-0.2012,0.035,0.2015,0.5208,0.3548,1.4295,-0.098,0.5158,0.36,-0.0184,-0.1208,-0.341,-0.238,0.7942,-0.5449,0.1302,0.1607,-0.6125,1.3104,0.3443,1.1686,0.4822,-0.3897,-1.0115,0.4251,0.2942,0.316,0.3965,0.3165,-0.9576,0.0221,-0.0067,-0.0217,0.1394,0.0618,0.2856,-0.1613,-0.1876,0.2203,0.3032,0.2523,0.446,0.9949,-0.5882,0.3581,-0.2714,-1.2339,0.8811,-0.6986,0.2936,0.3168,-0.629,0.0134,0.2823,0.3225,-0.0324,0.3211,0.6664,-0.8626,1.1065,0.5811,0.5683,0.3515,5.7439,-0.085,-0.0514,0.3426,-1.0258,-1.1991,-1.2504,1.3503,3.3,-1.7806,1.0126,0.1262,-2.5557,5.4209,-0.8527,2.5607,1.995,-1.8072,-4.0507,1.7979,1.3294,1.1992
26,0.52,1,FH,swing,-1.6364,0.0609,0.763,1.94,-10.47,-24.03,-0.084,-0.605,-0.22,1.29,5.709,right_hip_yaw_joint,1.427,0,0,-0.398,-0.313,1.947,-0.0099,0.0583,-0.2205,0.0357,0.2013,0.5204,0.3579,1.43,-0.0922,0.5129,0.356,-0.0122,-0.1155,-0.3363,-0.2292,0.8137,-0.5569,0.1377,0.1543,-0.6384,1.3273,0.3303,1.1742,0.4888,-0.4031,-1.0109,0.4309,0.3023,0.3143,0.3695,0.279,-0.9322,0.0449,-0.0015,-0.018,0.1719,0.0179,0.2576,-0.1363,-0.1935,0.3699,0.2452,0.2451,0.4445,0.9218,-0.6041,0.3452,-0.303,-1.2897,0.7834,-0.6662,0.2666,0.3313,-0.6533,0.028,0.2815,0.3964,-0.1147,0.3057,0.668,-0.9036,1.1455,0.5549,0.5412,0.3631,5.7094,-0.0442,-0.0923,0.338,-0.9984,-1.239,-1.4198,1.2596,3.4097,-1.7927,1.0257,0.1103,-2.6258,5.4641,-0.888,2.5672,2.0133,-1.875,-4.0487,1.8232,1.3981,1.1675
27,0.54,1,FH,swing,-1.6423,0.0606,0.7628,2.17,-11.15,-24.34,-0.049,-0.629,-0.249,1.284,5.666,right_hip_yaw_joint,1.417,0,0,-0.431,-0.311,1.923,-0.0024,0.0638,-0.2391,0.0365,0.201,0.5194,0.3618,1.4294,-0.0868,0.5105,0.3524,-0.0034,-0.1117,-0.3318,-0.2213,0.8321,-0.5686,0.1448,0.1483,-0.6647,1.3426,0.3169,1.1793,0.4955,-0.4171,-1.0102,0.4367,0.3124,0.311,0.3569,0.2474,-0.893,0.0423,-0.0177,-0.0728,0.2157,-0.0491,0.2468,-0.0984,-0.1649,0.4847,0.1716,0.2407,0.3767,0.8913,-0.574,0.3225,-0.2625,-1.2838,0.7118,-0.6377,0.2451,0.3231,-0.6862,0.0205,0.2873,0.4972,-0.1813,0.2884,0.6639,-0.9412,1.1908,0.5287,0.5248,0.3708,5.6663,0.004,-0.1347,0.3419,-0.9557,-1.2732,-1.5971,1.1659,3.5033,-1.8111,1.0384,0.0988,-2.6902,5.5035,-0.9285,2.5794,2.0221,-1.944,-4.0543,1.8538,1.4778,1.1432
28,0.56,1,FH,swing,-1.6486,0.0601,0.7625,2.46,-11.85,-24.72,-0.011,-0.667,-0.294,1.223,5.616,right_hip_yaw_joint,1.404,0,0,-0.463,-0.308,1.895,0.0049,0.0683,-0.2567,0.0373,0.2003,0.5171,0.3669,1.4265,-0.0815,0.5092,0.3497,0.0076,-0.1094,-0.3277,-0.2154,0.8501,-0.5795,0.1515,0.1428,-0.6901,1.3565,0.3041,1.184,0.5015,-0.4318,-1.01,0.4428,0.3247,0.3069,0.3543,0.2052,-0.8315,0.0452,-0.0324,-0.1376,0.2793,-0.1718,0.2484,-0.0449,-0.1154,0.5847,0.0868,0.204,0.2705,0.8703,-0.5257,0.3078,-0.2344,-1.2234,0.648,-0.6138,0.2233,0.2829,-0.7191,-0.0056,0.3032,0.6097,-0.2123,0.2628,0.6602,-0.9705,1.2358,0.5001,0.5195,0.3756,5.6157,0.0594,-0.1746,0.3591,-0.8979,-1.2989,-1.7685,1.0755,3.5873,-1.8377,1.0519,0.092,-2.746,5.5428,-0.9775,2.5966,2.0252,-2.0163,-4.0695,1.8929,1.5666,1.1253
29,0.58,1,FH,swing,-1.6553,0.0595,0.7619,2.82,-12.57,-25.16,0.028,-0.708,-0.343,1.124,5.582,right_shoulder_yaw_joint,1.395,0,0,-0.496,-0.306,1.863,0.0121,0.0719,-0.2728,0.0382,0.1996,0.5135,0.3733,1.421,-0.0762,0.5092,0.3483,0.0206,-0.1088,-0.3252,-0.2112,0.8676,-0.5893,0.158,0.1383,-0.7137,1.3693,0.2915,1.1882,0.5066,-0.4472,-1.0107,0.4496,0.3394,0.3026,0.353,0.1573,-0.7541,0.0443,-0.0357,-0.1975,0.3401,-0.3069,0.2485,0.0151,-0.0436,0.6786,0.0045,0.1218,0.2096,0.845,-0.4744,0.2974,-0.1732,-1.1237,0.5958,-0.6039,0.2009,0.2277,-0.7547,-0.0504,0.3369,0.7243,-0.2162,0.2252,0.6578,-0.9882,1.2792,0.4695,0.5231,0.3782,5.56,0.1215,-0.2099,0.3892,-0.8256,-1.3133,-1.9267,0.982,3.6634,-1.8692,1.0656,0.0877,-2.797,5.5819,-1.0332,2.6211,2.0265,-2.0902,-4.0925,1.9433,1.661,1.1169
30,0.6,1,FH,swing,-1.6623,0.0586,0.761,3.25,-13.3,-25.68,0.064,-0.743,-0.388,1.008,5.62,right_shoulder_yaw_joint,1.405,0,0,-0.528,-0.303,1.828,0.019,0.0743,-0.2872,0.039,0.199,0.5089,0.3806,1.4126,-0.071,0.5103,0.3488,0.0354,-0.1097,-0.3239,-0.2077,0.8846,-0.5982,0.1639,0.1352,-0.7351,1.3811,0.2789,1.192,0.5105,-0.4634,-1.0124,0.4573,0.3564,0.2985,0.3449,0.0946,-0.6596,0.0433,-0.0215,-0.2408,0.388,-0.4617,0.2423,0.0676,0.0529,0.7585,-0.0659,0.0738,0.2101,0.8171,-0.4261,0.2711,-0.0778,-1.0078,0.5527,-0.6152,0.187,0.1734,-0.7892,-0.1067,0.3939,0.8295,-0.1929,0.1774,0.6571,-0.9952,1.3198,0.4377,0.5362,0.3852,5.5011,0.1877,-0.2393,0.4305,-0.7421,-1.316,-2.073,0.8726,3.7322,-1.9014,1.0788,0.084,-2.8495,5.6199,-1.0903,2.6527,2.0271,-2.1647,-4.1189,2.0043,1.7584,1.1177
31,0.62,1,FH,swing,-1.6697,0.0577,0.76,3.73,-14.05,-26.26,0.097,-0.772,-0.408,0.919,5.658,right_shoulder_yaw_joint,1.415,0,0,-0.559,-0.301,1.789,0.0256,0.0757,-0.2996,0.0398,0.1988,0.5036,0.3888,1.4018,-0.0663,0.5125,0.3514,0.0516,-0.1117,-0.3232,-0.2055,0.901,-0.606,0.1694,0.1328,-0.7543,1.392,0.2659,1.1957,0.5134,-0.4802,-1.0153,0.4665,0.3753,0.2953,0.3184,0.057,-0.5665,0.0368,-0.0109,-0.272,0.4096,-0.5315,0.2216,0.1228,0.1502,0.8163,-0.1129,0.0548,0.0838,0.7931,-0.3802,0.2556,-0.0988,-0.9023,0.5149,-0.6397,0.1898,0.1256,-0.8194,-0.1615,0.4707,0.9188,-0.1487,0.1168,0.6475,-0.9897,1.3689,0.4061,0.5589,0.4035,5.4283,0.2542,-0.2643,0.4928,-0.6516,-1.3091,-2.2066,0.7517,3.7902,-1.937,1.0919,0.0805,-2.9003,5.6582,-1.1476,2.6893,2.025,-2.2506,-4.15,2.0734,1.8634,1.1235
32,0.64,1,FH,swing,-1.6775,0.0566,0.7587,4.29,-14.78,-26.88,0.151,-0.792,-0.434,1.007,5.695,right_shoulder_yaw_joint,1.424,0,0,-0.591,-0.299,1.746,0.0315,0.0753,-0.3096,0.041,0.1987,0.4977,0.3985,1.3885,-0.0623,0.5161,0.3566,0.0688,-0.1143,-0.324,-0.2072,0.917,-0.6129,0.1743,0.1296,-0.7714,1.4023,0.2525,1.1997,0.5154,-0.498,-1.0194,0.4774,0.3961,0.2931,0.2762,0.0036,-0.4614,0.0704,0.0136,-0.2816,0.4854,-0.5452,0.1828,0.2046,0.2721,0.8635,-0.1349,-0.0239,-0.0676,0.7568,-0.3426,0.2248,-0.1219,-0.8063,0.4855,-0.656,0.2077,0.0816,-0.8735,-0.2161,0.5553,1.0073,-0.0976,0.0331,0.6241,-0.962,1.431,0.3683,0.588,0.4454,5.3373,0.3219,-0.2793,0.5914,-0.5496,-1.2853,-2.3144,0.6023,3.8304,-1.9791,1.1111,0.0829,-2.9478,5.6954,-1.1949,2.7389,2.019,-2.3431,-4.1843,2.1476,1.9814,1.1331
33,0.66,1,FH,swing,-1.6855,0.0554,0.7573,4.82,-15.45,-27.35,0.127,-0.707,-0.192,1.108,5.724,right_shoulder_yaw_joint,1.431,0,0,-0.622,-0.296,1.7,0.0347,0.0753,-0.3192,0.0436,0.2013,0.4931,0.4078,1.3831,-0.0608,0.5221,0.3656,0.0865,-0.1162,-0.3269,-0.2081,0.931,-0.6197,0.1787,0.1267,-0.787,1.412,0.2394,1.2045,0.5166,-0.5171,-1.0245,0.49,0.4189,0.2918,0.1131,0.0144,-0.4932,0.1377,0.1507,-0.2084,0.4236,-0.141,0.0172,0.2985,0.4851,0.8599,-0.0551,-0.1298,0.0439,0.6305,-0.3512,0.2082,-0.0902,-0.7404,0.4583,-0.6284,0.2631,0.0459,-0.9392,-0.2626,0.6366,1.1076,-0.0538,-0.0419,0.5578,-0.9223,1.4893,0.3326,0.5991,0.5019,5.2501,0.3927,-0.2675,0.6875,-0.4357,-1.2388,-2.3901,0.424,3.8278,-1.9985,1.1076,0.0912,-3.002,5.7241,-1.2205,2.814,2.0224,-2.413,-4.2248,2.232,2.082,1.1726
34,0.68,1,FH,swing,-1.694,0.0542,0.7559,5.37,-16.03,-27.54,0.186,-0.669,0.042,1.14,5.78,right_shoulder_yaw_joint,1.445,0,0,-0.653,-0.294,1.65,0.035,0.0733,-0.3281,0.047,0.2045,0.4887,0.4178,1.3782,-0.0629,0.5295,0.3788,0.1036,-0.116,-0.3321,-0.2093,0.9426,-0.626,0.1825,0.1236,-0.8009,1.421,0.2271,1.2112,0.5174,-0.5367,-1.0309,0.5045,0.4428,0.2924,-0.0014,-0.1261,-0.4245,0.159,0.1128,-0.2324,0.5046,-0.3116,-0.1456,0.3571,0.6769,0.8194,0.0548,-0.2689,-0.0362,0.5213,-0.3111,0.1595,-0.1342,-0.6476,0.4177,-0.5859,0.3844,0.0302,-0.9355,-0.3228,0.7326,1.14,0.0596,-0.135,0.4771,-0.8772,1.55,0.3063,0.6231,0.5611,5.1553,0.4957,-0.2505,0.8064,-0.3161,-1.1792,-2.4407,0.2196,3.8014,-2.0091,1.104,0.1159,-3.0427,5.7802,-1.236,2.8965,2.0217,-2.4749,-4.2756,2.3028,2.1724,1.2239
35,0.7,1,FH,swing,-1.7029,0.053,0.7543,5.99,-16.57,-27.54,0.258,-0.675,0.217,1.131,5.845,right_shoulder_yaw_joint,1.461,0,0,-0.684,-0.292,1.597,0.0334,0.0676,-0.335,0.0509,0.2067,0.4835,0.4301,1.3679,-0.0671,0.5381,0.3964,0.1201,-0.1141,-0.3392,-0.213,0.9521,-0.6313,0.1852,0.1199,-0.8122,1.4302,0.2159,1.2208,0.5177,-0.5556,-1.0388,0.5202,0.4668,0.2958,-0.0888,-0.2964,-0.3121,0.1729,0.054,-0.2881,0.6288,-0.5776,-0.2026,0.4285,0.888,0.7939,0.1328,-0.3296,-0.1401,0.4273,-0.2552,0.106,-0.1587,-0.5018,0.4535,-0.5275,0.5284,0.0034,-0.8949,-0.4013,0.7806,1.1312,0.1986,-0.2336,0.4009,-0.8162,1.6376,0.2841,0.6773,0.6323,5.0293,0.6049,-0.2422,0.9797,-0.2,-1.1241,-2.4999,-0.0014,3.7535,-2.0173,1.1056,0.1584,-3.0825,5.8451,-1.247,2.9811,2.0126,-2.5254,-4.3336,2.3534,2.2565,1.2874
36,0.72,1,FH,swing,-1.7125,0.0519,0.7522,6.72,-17.1,-27.49,0.344,-0.725,0.257,1.198,5.902,right_shoulder_yaw_joint,1.476,0,0,-0.715,-0.289,1.54,0.0306,0.0564,-0.3381,0.0555,0.2082,0.477,0.4469,1.3493,-0.071,0.5484,0.4202,0.1362,-0.1111,-0.3469,-0.2204,0.96,-0.6354,0.1869,0.1159,-0.8205,1.4406,0.2061,1.2332,0.5171,-0.5734,-1.0484,0.536,0.4902,0.3021,-0.1174,-0.6027,-0.1,0.2081,0.0091,-0.3556,0.8672,-1.046,-0.1204,0.5152,1.1978,0.7739,0.1617,-0.34,-0.3134,0.3402,-0.2047,0.0532,-0.1495,-0.3553,0.5159,-0.4459,0.659,-0.0474,-0.8254,-0.4804,0.7592,1.1057,0.3478,-0.3578,0.3597,-0.7041,1.791,0.2614,0.8025,0.7531,4.8389,0.713,-0.2918,1.2936,-0.0962,-1.078,-2.5901,-0.2158,3.6898,-2.0379,1.1327,0.2253,-3.1131,5.9021,-1.2712,3.0549,1.9825,-2.5742,-4.4078,2.3768,2.3369,1.3641
37,0.74,1,FH,swing,-1.7229,0.0509,0.7494,7.66,-17.63,-27.6,0.552,-0.856,0.12,1.726,5.944,right_shoulder_yaw_joint,1.486,0,0,-0.745,-0.287,1.48,0.0289,0.0368,-0.3345,0.0613,0.2094,0.468,0.4723,1.3197,-0.0728,0.5598,0.4535,0.1521,-0.1076,-0.3533,-0.23,0.9668,-0.6383,0.1875,0.1076,-0.826,1.4519,0.1978,1.2475,0.5148,-0.5898,-1.06,0.5502,0.513,0.3117,-0.0256,-1.1098,0.3037,0.2055,-0.0967,-0.5785,1.3811,-1.7264,0.0198,0.5771,1.6389,0.7908,0.1771,-0.2673,0.0628,0.3568,-0.1153,-0.0104,-0.6836,-0.2132,0.5492,-0.3975,0.7258,-0.1495,-0.76,-0.5895,0.663,1.0759,0.5087,-0.5241,0.3595,-0.4965,2.0658,0.2409,1.0255,0.979,4.5126,0.8501,-0.4317,1.8251,-0.0166,-1.053,-2.7811,-0.4951,3.5881,-2.0751,1.1959,0.3298,-3.1762,5.9437,-1.2905,3.0762,1.8925,-2.6193,-4.4932,2.3447,2.397,1.4725
38,0.76,1,FH,swing,-1.734,0.0498,0.7455,8.92,-18.23,-28.06,0.703,-1.049,-0.04,3.039,5.921,right_shoulder_yaw_joint,1.48,0,0,-0.776,-0.285,1.416,0.031,0.0067,-0.3217,0.0697,0.2117,0.4553,0.5119,1.2772,-0.0707,0.5732,0.5101,0.1673,-0.1032,-0.3583,-0.2429,0.9734,-0.6408,0.1871,0.0988,-0.8304,1.4632,0.1915,1.2613,0.5082,-0.605,-1.074,0.5607,0.5342,0.3255,0.2058,-1.481,0.6621,0.37,-0.1192,-0.7019,2.0022,-2.3912,0.2528,0.6944,3.0395,0.7265,0.2436,-0.1945,-0.6324,0.2713,-0.1766,-0.0507,-0.3041,-0.2193,0.5343,-0.2723,0.6392,-0.3883,-0.7,-0.6984,0.4346,0.9867,0.7273,-0.7336,0.355,-0.2328,2.4291,0.2278,1.3263,1.3669,4.1081,0.9795,-0.655,2.6043,0.0486,-1.046,-2.9764,-0.7261,3.4444,-2.1521,1.2969,0.4779,-3.1823,5.921,-1.3338,3.0663,1.7811,-2.6535,-4.5882,2.2383,2.4669,1.5738
39,0.78,1,FH,swing,-1.7454,0.0487,0.7408,10.33,-18.86,-28.77,0.703,-1.047,-0.174,4.683,5.887,right_shoulder_yaw_joint,1.472,0,0,-0.805,-0.282,1.349,0.039,-0.03,-0.3004,0.085,0.2136,0.444,0.5673,1.2188,-0.0659,0.5869,0.6039,0.182,-0.0961,-0.3552,-0.2677,0.9753,-0.6474,0.1864,0.102,-0.8344,1.4718,0.1876,1.2723,0.4968,-0.6188,-1.0902,0.5639,0.5541,0.343,0.4329,-1.7067,1.0377,0.827,-0.1352,-0.3873,2.6866,-2.9755,0.332,0.7098,4.6825,0.7059,0.4178,0.2953,-1.1092,-0.126,-0.5146,-0.0724,0.238,-0.1948,0.3542,-0.141,0.4792,-0.6145,-0.6186,-0.7893,0.0161,0.9305,0.8786,-0.8833,0.356,-0.0113,2.705,0.1731,1.4645,1.8039,3.785,1.0445,-0.7563,3.3411,0.1411,-1.0326,-3.0906,-0.9711,3.2967,-2.1782,1.2986,0.6383,-3.1523,5.8868,-1.3628,3.004,1.708,-2.6161,-4.5926,2.0331,2.5057,1.635
40,0.8,1,FH,swing,-1.7568,0.0477,0.7358,11.62,-19.45,-29.44,0.566,-0.955,-0.097,5.727,5.823,right_shoulder_yaw_joint,1.456,0,0,-0.835,-0.28,1.279,0.0497,-0.0683,-0.2743,0.1081,0.2121,0.4405,0.6306,1.1549,-0.0603,0.602,0.7223,0.197,-0.0854,-0.3433,-0.3015,0.9681,-0.6615,0.186,0.1149,-0.8366,1.4765,0.1849,1.2802,0.4829,-0.6282,-1.1042,0.5556,0.5717,0.3611,0.5149,-1.7062,1.2199,1.1984,-0.3552,0.0717,2.92,-3.1572,0.3443,0.795,5.727,0.7309,0.6098,0.7128,-1.5265,-0.6151,-0.9119,-0.0317,0.6743,-0.0771,0.1571,-0.1094,0.3233,-0.6945,-0.3431,-0.6039,-0.5985,0.8073,0.8744,-0.9169,0.3118,0.138,2.895,0.1011,1.3963,2.1203,3.5727,1.0747,-0.6988,3.8668,0.2396,-1.0426,-3.1119,-1.2004,3.1088,-2.1081,1.1866,0.7737,-3.1133,5.8226,-1.3673,2.9394,1.6508,-2.4872,-4.5042,1.7612,2.4552,1.6893
41,0.82,1,FH,swing,-1.7682,0.0468,0.7306,12.61,-20.1,-29.75,0.299,-0.877,0.152,5.925,5.801,right_shoulder_yaw_joint,1.45,0,0,-0.864,-0.278,1.205,0.0598,-0.1019,-0.2481,0.1367,0.2023,0.446,0.6906,1.091,-0.0535,0.6221,0.8479,0.2124,-0.0716,-0.3294,-0.3407,0.9514,-0.682,0.1867,0.134,-0.8356,1.4767,0.1822,1.2862,0.4682,-0.6287,-1.1107,0.5334,0.5832,0.3785,0.4355,-1.3994,1.2057,1.4614,-0.7888,0.513,2.6473,-3.0888,0.3863,1.0613,5.925,0.7599,0.7616,0.761,-1.7861,-1.0577,-1.1555,0.0333,0.9257,0.0862,-0.071,-0.1176,0.2629,-0.7114,0.1514,-0.1819,-1.2941,0.4527,0.8334,-0.8155,0.1876,0.2135,2.985,0.0436,1.1627,2.2155,3.4378,1.0902,-0.4914,4.0124,0.3489,-1.0791,-3.0506,-1.3779,2.8993,-1.9515,0.992,0.8763,-3.104,5.8011,-1.34,2.9388,1.6324,-2.3262,-4.3884,1.4958,2.3285,1.7364
